title,author,price,currency,seller_name,seller_city,seller_region,seller_country,about,binding,condition,edition,isbn,publisher,year_published,availability,searched,edmonton,signed
Experiences in Visual Thinking,"McKim, Robert",21.7,USD,ThriftBooks-Atlanta,AUSTELL,GA,U.S.A.,"Paperback. Condition: Good. No Jacket. Former library book; Pages can have notes/highlighting. Spine may show signs of wear. ~ ThriftBooks: Read More, Spend Less. ",Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
"Experiences in Visual Thinking. Belmont, Wadsworth (1972). quer 4°. Many figs. XI, 171 p. Pbck. (edge slightly stained, otherwise in good condition).","McKIM, Robert H.",20.64,USD,Antiquariat Renner OHG,Albstadt,,Germany,,,UsedCondition,,,,,InStock,abebooks - mckim - experiences visual thinking,False,
"Experiences in Visual Thinking, 2nd edition","McKim, Robert H.",18.72,USD,Seattle Goodwill,Seattle,WA,U.S.A.,Condition: Good. May have some shelf-wear due to normal use. Your purchase funds free job training and education in the greater Seattle area. Thank you for supporting Goodwills nonprofit mission!. ,Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,Robert H. McKim,17.02,USD,GoldBooks,Austin,TX,U.S.A.,Paperback. Condition: very good. Very Good Copy. Customer Service Guaranteed. ,Paperback,UsedCondition,,9780818500312,Brooks / Cole Publishing Co,1973.0,InStock,abebooks - mckim - experiences visual thinking,False,False
"Experiences in Visual Thinking, 2nd edition","McKim, Robert H.",26.73,USD,Books Unplugged,Amherst,NY,U.S.A.,"Condition: Good. Buy with confidence! Book is in good condition with minor wear to the pages, binding, and minor marks within. ",Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,"McKim, Robert H.",40.87,USD,WeBuyBooks,Rossendale,LANCS,United Kingdom,Condition: Good. Most items will be dispatched the same or the next working day. ,,UsedCondition,,,Brooks/Cole,,InStock,abebooks - mckim - experiences visual thinking,False,False
"Experiences in Visual Thinking, 2nd edition","McKim, Robert H.",26.92,USD,Irish Booksellers,Portland,ME,U.S.A.,"Condition: Good. Shipping daily worldwide from the USA. Used books have different signs of use and might not include supplemental materials such as CDs, Dvds, Access Codes, charts or any other extra material. All used books might have various degrees of writing, highliting and wear and tear. book. ",Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,Robert H. McKim,13.36,USD,LowKeyBooks,Sumas,WA,U.S.A.,Misc. Supplies. Condition: Good. Item is in good condition. Some moderate creases and wear. This item may not come with CDs or additional parts including access codes for textbooks. Might be an ex-library copy and contain writing/highlighting. Photos are stock pictures and not of the actual item. ,,UsedCondition,,9780818500312,Brooks / Cole Publishing Co,1972.0,InStock,abebooks - mckim - experiences visual thinking,False,False
"Experiences in Visual Thinking, 2nd edition","McKim, Robert H.",36.01,USD,GoldBooks,Austin,TX,U.S.A.,Paperback. Condition: very good. Very Good Copy. Customer Service Guaranteed. ,Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in visual thinking - second edition,"McKim, Robert H.",34.4,USD,Antiquariaat Coriovallum,Heerlen,,Netherlands,Condition: as new. as new - vrijwel NIEUWSTAAT. ,Paperback,UsedCondition,,9780818504112,"Brooks Cole, Moterey",1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,Robert H. McKim,12.97,USD,Solr Books,Skokie,IL,U.S.A.,"misc_supplies. Condition: Acceptable. A visible cracked spine! Annotated/underlined text. Noticeable wear, tanning, & foxing. May contain significant cover/edge/spine damage. Dust jacket may be missing or damaged. Supplemental material may not be included. Fine reading copy. Ships Fast! Satisfaction Guaranteed!. ",Hardcover,UsedCondition,,9780818500312,Brooks/Cole Publishing Co,1972.0,InStock,abebooks - mckim - experiences visual thinking,False,False
"Experiences in Visual Thinking, 2nd edition","McKim, Robert H.",47.03,USD,Denver Deep Reads,Denver,CO,U.S.A.,Condition: very good. ,Paperback,UsedCondition,,9780818504112,Brand: Brooks/Cole Publishing Company,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
"Experiences in Visual Thinking, 2nd edition","McKim, Robert H.",46.44,USD,Books of the Smoky Mountains,Pflugerville,TX,U.S.A.,Condition: very good. ,Paperback,UsedCondition,,9780818504112,Brand: Brooks/Cole Publishing Company,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,Robert H. McKim,59.99,USD,West Coast Bookseller,Moorpark,CA,U.S.A.,Paperback. Condition: As New. ,Paperback,UsedCondition,,9780818500312,Brooks/Cole Pub. Co,1972.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,"McKim, Robert H.",29.74,USD,LowKeyBooks,Sumas,WA,U.S.A.,Paperback. Condition: Good. Item is in good condition. Some moderate creases and wear. This item may not come with CDs or additional parts including access codes for textbooks. Might be an ex-library copy and contain writing/highlighting. Photos are stock pictures and not of the actual item. ,Paperback,UsedCondition,,9780818504112,Brooks/Cole Publishing Company 1980-01-01,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
"Experiences in Visual Thinking, 2nd edition","McKim, Robert H.",46.43,USD,Byrd Books,Austin,TX,U.S.A.,Paperback. Condition: very good. very good. ,Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,"McKim, Robert H.",15.94,USD,Paradise,Sheridan,WY,U.S.A.,"Condition: good. GOOD. wear on the binding, and spine creases. may have sparse underlining, highlighting, or annotations that may not significantly change the text. Library copy will contain the annotations and stickers. Extras like CDs, codes, and toys might not be present. ",,UsedCondition,,9780818500312,Brooks/Cole Publishing Co,1972.0,InStock,abebooks - mckim - experiences visual thinking,False,False
"Experiences in Visual Thinking, 2nd edition","McKim, Robert H.",47.3,USD,GoldenWavesOfBooks,Fayetteville,TX,U.S.A.,Paperback. Condition: very good. Used in very good condition. Fast Shipping and good customer service. ,Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
"Experiences in Visual Thinking, 2nd edition","McKim, Robert H.",29.99,USD,CAMERON,Sheridan,WY,U.S.A.,"Condition: good. 2nd. Used-Good: copy that has been used but is still in good condition. Each page is sturdy. the cover is undamaged but could have mild wrinkles or scuffs, as well as a potential rolled corner. There may be wear on the spine. Limited notes and highlighting may be present on some pages. The front or back cover may have the former owner's name. ",Paperback,UsedCondition,2nd.,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
"Experiences in Visual Thinking, 2nd edition","McKim, Robert H.",69.26,USD,Front Cover Books,Denver,CO,U.S.A.,Condition: very good. ,Paperback,UsedCondition,,9780818504112,Brand: Brooks/Cole Publishing Company,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
"Experiences in Visual Thinking, 2nd edition","McKim, Robert H.",52.56,USD,Pieuler Store,Suffolk,,United Kingdom,"Condition: good. 2nd. 100% Customer Satisfaction Guaranteed ! The book shows some signs of wear from use but is a good readable copy. Cover in excellent condition. Binding tight. Pages in great shape, no tears. Not contain access codes, cd, DVD. ",Paperback,UsedCondition,2nd.,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,"McKim, Robert H.",55.34,USD,Pieuler Store,Suffolk,,United Kingdom,"Condition: good. 100% Customer Satisfaction Guaranteed ! The book shows some signs of wear from use but is a good readable copy. Cover in excellent condition. Binding tight. Pages in great shape, no tears. Not contain access codes, cd, DVD. ",,UsedCondition,,9780818500312,Brooks/Cole Publishing Co,1972.0,InStock,abebooks - mckim - experiences visual thinking,False,False
"Experiences in Visual Thinking, 2nd edition","McKim, Robert H.",87.32,USD,Campbell Bookstore,Austin,TX,U.S.A.,Condition: very good. ,Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
"EXPERIENCES IN VISUAL THINKING, SECOND EDITION","MCKIM, ROBERT H.",77.98,USD,Opalick,Augusta,GA,U.S.A.,Paperback. Condition: Acceptable. Buy with confidence! Comes with our 100% money back guarantee!! Tracking included with every order!!! The cover has curled corners . Cover is showing signs of some creases . The pages show normal wear . Page corners are curled . ,Paperback,UsedCondition,,,,,InStock,abebooks - mckim - experiences visual thinking,False,False
Between the Red and the Rockies,Grant MacEwan,4.39,USD,Bayside Books,Ogden,UT,U.S.A.,"Hardcover. Condition: VERY GOOD. Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s). ",Hardcover,UsedCondition,,,University of Toronto Press,,InStock,abebooks - macewan - between red rockies,False,False
Between the Red and the Rockies,Grant MacEwan,4.39,USD,Discover Books,Toledo,OH,U.S.A.,"Hardcover. Condition: GOOD. Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included. ",Hardcover,UsedCondition,,,University of Toronto Press,,InStock,abebooks - macewan - between red rockies,False,False
Between the Red and the Rockies,Grant MacEwan,5.05,USD,OwlsBooks,Toledo,OH,U.S.A.,"Hardcover. Condition: VERY GOOD. Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s). ",Hardcover,UsedCondition,,,University of Toronto Press,,InStock,abebooks - macewan - between red rockies,False,False
Between the Red and the Rockies,Grant MacEwan,7.96,USD,PEND BOOKS,Newton Stewart,,United Kingdom,Cloth. Condition: Good. Dust Jacket Condition: Very Good. Reprint. Missing free fep. Some tape repairs to interior of dj . 300pp. ,Hardcover,UsedCondition,Reprint,,"University of Toronto Press, Toronto",1952.0,InStock,abebooks - macewan - between red rockies,False,False
BETWEEN THE RED AND THE ROCKIES.,"MacEwan, Grant.",10.0,USD,Capricorn Books,Oakville,ON,Canada,"Hard Cover. Condition: Very Good. No Jacket. Reprint. 300 pp, 8vo (8 1/2"" H) - green boards with gold lettering on spine, gold branding iron/brands on front board. B&w maps. The story of the settlement of the Canadian prairies and the development of the wheat and cattle industries. Interior - clean and tight with no previous ownership marks. Exterior - very light edge wear, very light wrinkling at top/bottom of spine. ",Hardcover,UsedCondition,Reprint.,,"University of Toronto Press, Toronto",1953.0,InStock,abebooks - macewan - between red rockies,False,False
Between the red and the rockies,Grant Macewan,11.0,USD,Books From California,Simi Valley,CA,U.S.A.,softcover. Condition: Good. Cover and edges shows some shelf wear. Gift inscription on front page. Pages are clean and intact. ,Paperback,UsedCondition,,,university of toronto press,1967.0,InStock,abebooks - macewan - between red rockies,False,False
Between the Red and the Rockies,"MacEwan, Grant",7.82,USD,Spafford Books (ABAC / ILAB),Regina,SK,Canada,"1967, 4th . (Mass market paperback) Very good. 300pp. Maps. A general account of the agricultural revolution in western Canada, dealing with such diverse subjects as the Hudson's Bay Company and agriculture, the Selkirk settlers, agricultural Colleges and fairs. Peel(3) 7351. ",Paperback,UsedCondition,,,"University of Toronto Press, Toronto",,InStock,abebooks - macewan - between red rockies,False,False
Between the Red and the Rockies,Grant Macewan,15.0,USD,Edmonton Book Store,Edmonton,AB,Canada,"Condition: Good. Dust Jacket Condition: No Dj. 8vo pp. 300, sketch illustrations, paperback edition. book. ",Paperback,UsedCondition,,,"University of Toronto Press, Toronto",1981.0,InStock,abebooks - macewan - between red rockies,True,False
Between the Red and the Rockies,Grant Macewan,15.0,USD,Edmonton Book Store,Edmonton,AB,Canada,"Condition: Very Good. 8vo pp. x 2 300, sketch illustrations. previous owners bookplate on FEP. book. ",Hardcover,UsedCondition,,,"University of Toronto Press, Toronto",1952.0,InStock,abebooks - macewan - between red rockies,True,False
Between the Red and the Rockies,"MacEwan, Grant",3.99,USD,Sessions Book Sales,Birmingham,AL,U.S.A.,Soft Cover. Condition: Good. Reprint. Trade Paperback. ,Paperback,UsedCondition,Reprint,,"University of Toronto Press, Toronto, Ontario, Canada",1963.0,InStock,abebooks - macewan - between red rockies,False,False
Between the Red and the Rockies,Grant MacEwan,2.99,USD,GuthrieBooks,Spring Branch,TX,U.S.A.,"Hardcover. Condition: Good. 2nd Print. Ex-Library hardcover no dj (aqua boards) with the usual markings, attachments, and library wear. Text block clean and unmarked. Tight binding. ",Hardcover,UsedCondition,2nd Print.,,University of Toronto Press,1953.0,InStock,abebooks - macewan - between red rockies,False,False
Between the Red and the Rockies,"MacEwan, Grant",13.29,USD,Alhambra Books,Edmonton,AB,Canada,"Hardcover. Condition: Very Good. 300 pp, index. Boards have edgewear. ",Hardcover,UsedCondition,,,University of Toronto Press,,InStock,abebooks - macewan - between red rockies,True,False
